occurrence_no,collection_no,identified_name,identified_rank,accepted_name,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,taxon_environment,diet,composition,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
169487,15518,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169525,15520,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169565,15522,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169671,15531,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169703,15532,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169740,15534,Miacis petilus,species,Miacis petilus,Wasatchian,,55.8,50.3,1650,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,,
169741,15534,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,,
169781,15538,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169798,15540,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169799,15540,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169810,15541,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169834,15542,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169856,15543,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169896,15546,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
169906,15547,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169934,15548,Miacis petilus,species,Miacis petilus,Wasatchian,,55.8,50.3,1650,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169935,15548,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169952,15548,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169959,15549,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
169997,15551,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169998,15551,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170030,15552,Vulpavus sp.,genus,Vulpavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170031,15552,Miacis cf. exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170068,15553,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170069,15553,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170087,15553,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170107,15554,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170108,15554,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170123,15554,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170141,15555,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,county assignment uncertain
170142,15555,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,county assignment uncertain
170152,15555,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,county assignment uncertain
170175,15556,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170176,15556,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170209,15557,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170210,15557,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170223,15557,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170247,15558,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170248,15558,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170263,15558,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170280,15559,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170281,15559,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170282,15559,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170284,15559,Miacinae indet.,subfamily,Miacinae,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170314,15560,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170323,15560,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170346,15563,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,local area,"UCMP V99207 is apparently in the North Butte area (secs 30 and 31, T46N, R98W in Washakie County)"
170381,15565,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170405,15566,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,3021,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170459,15573,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170460,15573,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170461,15573,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170492,15575,Vulpavus sp.,genus,Vulpavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170493,15575,Miacis cf. exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170494,15575,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170522,15576,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170523,15576,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170524,15576,Miacis petilus,species,Miacis petilus,Wasatchian,,55.8,50.3,1823,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170559,15577,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170560,15577,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170561,15577,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170563,15577,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170591,15578,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170592,15578,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170593,15578,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170595,15578,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170611,15579,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,6214,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,
170637,15583,cf. Vulpavus sp.,genus,Vulpavus,Wasatchian,,55.8,50.3,4183,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-82,78.5,CA,Northwest Territories,,based on nearby landmark,1,local area,Bay Fiord - Strathcona Fiord area
170638,15583,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,4183,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-82,78.5,CA,Northwest Territories,,based on nearby landmark,1,local area,Bay Fiord - Strathcona Fiord area
170677,15595,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,2961,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-77.400002,38.299999,US,Virginia,Stafford,based on political unit,1,small collection,near Fredericksburg
170693,15597,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,62695,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,,
170728,15618,Miacis petilus,species,Miacis petilus,Wasatchian,,55.8,50.3,1650,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
170867,15660,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,2528,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108.099998,40.599998,US,Colorado,Moffat,based on political unit,1,small collection,
170912,15662,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,,on the Green River between La Barge and Big Piney
